Date,P,Temp,E,Q
7/17/2012,0,13.4,3.1,5.73
7/18/2012,0,15.7,3.5,4.67
7/19/2012,0,16,3.5,3.179
7/20/2012,0,16.5,3.6,4.151
7/21/2012,0,17.8,3.8,3.352
7/22/2012,0,20.3,4.2,2.983
7/23/2012,9.6,21.3,4.3,2.716
7/24/2012,1.1,17.8,3.7,2.649
7/25/2012,9.2,16.4,3.5,3.367
7/26/2012,0.2,17.3,3.6,3.159
7/27/2012,2.6,17.6,3.7,3.256
7/28/2012,1.5,15.9,3.4,2.198
7/29/2012,0.3,15.6,3.3,3.136
7/30/2012,0,16.7,3.5,2.657
7/31/2012,0,18.8,3.8,2.336
8/1/2012,8.5,23.4,4.5,2.429
8/2/2012,1.5,17.1,3.5,2.676
8/3/2012,3.4,15.4,3.2,2.423
8/4/2012,0.6,14,3,2.355
8/5/2012,8.2,13.8,2.9,1.896
8/6/2012,0.1,16.1,3.3,2.751
8/7/2012,0.1,16.8,3.4,2.078
8/8/2012,0,17.9,3.6,1.733
8/9/2012,0,19.7,3.8,1.602
8/10/2012,0,21.4,4,1.494
8/11/2012,0,22.3,4.1,1.249
8/12/2012,8,19.7,3.7,1.263
8/13/2012,0,20.4,3.8,2.52
8/14/2012,0,21.4,3.9,1.655
8/15/2012,0,20.8,3.8,1.361
8/16/2012,0,21.1,3.8,1.364
8/17/2012,5.3,19,3.5,1.141
8/18/2012,0.8,19.9,3.6,1.316
8/19/2012,0.9,23.3,4.1,1.324
8/20/2012,9.2,22.6,3.9,1.216
8/21/2012,18.8,14.8,2.8,1.19
8/22/2012,0,14.2,2.7,2.836
8/23/2012,0,19,3.4,1.6
8/24/2012,0,21.3,3.6,1.278
8/25/2012,0,22.6,3.8,1.197
8/26/2012,7.5,18.8,3.3,1.024
8/27/2012,0.6,15.5,2.8,1.067
8/28/2012,0,14.7,2.7,1.151
8/29/2012,0,16,2.8,1.06
8/30/2012,30.9,15.4,2.7,0.874
8/31/2012,0.4,14.4,2.5,4.21
9/1/2012,0.3,15.4,2.6,1.794
9/2/2012,8.7,14.1,2.5,1.535
9/3/2012,5.3,12.4,2.2,2.151
9/4/2012,0.1,11.1,2.1,2.324
9/5/2012,0.1,11.5,2.1,1.742
9/6/2012,2.9,13.9,2.4,1.469
9/7/2012,1.1,15.1,2.5,1.373
9/8/2012,0,14.7,2.4,2.01
9/9/2012,0,16.2,2.6,1.416
9/10/2012,0,17.7,2.8,1.029
9/11/2012,0,18.6,2.8,1.011
9/12/2012,8.6,18,2.7,1.121
9/13/2012,0,17.4,2.6,1.192
9/14/2012,0.1,17.4,2.6,1.209
9/15/2012,0,19.7,2.8,0.724
9/16/2012,0,14.3,2.2,0.693
9/17/2012,0,12.1,2,0.715
9/18/2012,0,12.9,2,0.87
9/19/2012,11.2,13.2,2,0.993
9/20/2012,0.2,10,1.6,1.274
9/21/2012,0,12.3,1.9,1.284
9/22/2012,0,14.7,2.1,1.032
9/23/2012,0,14.5,2.1,0.897
9/24/2012,0.1,16.6,2.2,NA
9/25/2012,1,16,2.2,NA
9/26/2012,9.2,17.7,2.4,NA
9/27/2012,0.2,15.7,2.1,NA
9/28/2012,28.4,16.9,2.2,NA
9/29/2012,25.3,11.2,1.6,NA
9/30/2012,0.6,10.5,1.5,NA
10/1/2012,5.8,10.5,1.5,NA
10/2/2012,4.3,8.9,1.3,NA
10/3/2012,0,8.6,1.3,NA
10/4/2012,0.3,9.9,1.4,NA
10/5/2012,2.4,10,1.4,NA
10/6/2012,0.1,7.2,1.1,NA
10/7/2012,0,5.8,1,NA
10/8/2012,8.9,8.4,1.2,NA
10/9/2012,5.5,9.7,1.3,NA
10/10/2012,12.7,8.9,1.2,NA
10/11/2012,3.4,9.9,1.3,NA
10/12/2012,4.1,8.5,1.1,NA
10/13/2012,23,7.6,1.1,NA
10/14/2012,2.1,8.5,1.1,NA
10/15/2012,3.4,9.4,1.2,NA
10/16/2012,5.1,9.9,1.2,NA
10/17/2012,0.1,8.8,1.1,NA
10/18/2012,1.2,9.1,1.1,NA
10/19/2012,4,10.7,1.2,NA
10/20/2012,0,13.3,1.4,NA
10/21/2012,0,14.3,1.4,NA
10/22/2012,0,11.9,1.2,NA
10/23/2012,0.5,13.8,1.4,NA
10/24/2012,0.1,12.9,1.3,NA
10/25/2012,2,12.9,1.3,NA
10/26/2012,5.7,11.4,1.1,NA
10/27/2012,0.1,8.7,0.9,NA
10/28/2012,2.6,11,1.1,NA
10/29/2012,0.1,9.6,1,NA
10/30/2012,10.3,11.4,1.1,NA
10/31/2012,0.3,8.6,0.9,NA
11/1/2012,0.1,8.5,0.9,NA
11/2/2012,9.7,9.7,0.9,NA
11/3/2012,1,7,0.7,NA
11/4/2012,5.6,5.3,0.6,NA
11/5/2012,11.6,6.8,0.7,NA
11/6/2012,0.2,9.4,0.8,NA
11/7/2012,0.2,7,0.7,NA
11/8/2012,1.6,5.7,0.6,NA
11/9/2012,0.9,5.4,0.6,NA
11/10/2012,0.8,4,0.5,NA
11/11/2012,0,5.2,0.6,NA
11/12/2012,11.9,11.5,0.9,NA
11/13/2012,19,8.4,0.7,NA
11/14/2012,0.1,5.2,0.6,NA
11/15/2012,0,4,0.5,NA
11/16/2012,0.2,4,0.5,NA
11/17/2012,0.6,3.5,0.5,NA
11/18/2012,0.7,3.7,0.4,NA
11/19/2012,6.2,6.5,0.6,NA
11/20/2012,4.6,4.5,0.5,NA
11/21/2012,1.5,5.5,0.5,NA
11/22/2012,4.4,9.7,0.7,NA
11/23/2012,17.8,8.5,0.7,NA
11/24/2012,0,4.5,0.4,NA
11/25/2012,15.2,6.7,0.6,NA
11/26/2012,4.8,5.8,0.5,NA
11/27/2012,4,7,0.6,NA
11/28/2012,0,10,0.7,NA
11/29/2012,0.1,11.1,0.7,NA
11/30/2012,0,10.7,0.7,NA
12/1/2012,0.7,11.8,0.8,9.654
12/2/2012,4.7,9.2,0.6,7.851
12/3/2012,0,5.5,0.4,11.066
12/4/2012,0.9,5.2,0.4,7.156
12/5/2012,0.6,8.4,0.6,6.652
12/6/2012,0.2,9.7,0.6,6.625
12/7/2012,7.8,12.8,0.8,5.638
12/8/2012,0.7,9.7,0.6,5.856
12/9/2012,1.4,5.9,0.4,4.591
12/10/2012,0.7,7.8,0.5,4.239
12/11/2012,0,7,0.5,5.01
12/12/2012,0,10.2,0.6,4.45
12/13/2012,1,10,0.6,4.197
12/14/2012,4.7,7.6,0.5,3.628
12/15/2012,1.6,3.8,0.4,5.114
12/16/2012,1.6,3.2,0.3,3.737
12/17/2012,1.4,3.6,0.4,2.926
12/18/2012,0,6,0.5,3.873
12/19/2012,0,7,0.5,3.218
12/20/2012,0,5,0.4,3.482
12/21/2012,0,4.2,0.4,2.955
12/22/2012,0,2.9,0.3,3.566
12/23/2012,0,4.8,0.4,2.884
12/24/2012,0.5,6.7,0.5,2.415
12/25/2012,1.9,5.5,0.4,2.393
12/26/2012,0.6,4.6,0.4,2.538
12/27/2012,5.1,6.3,0.5,2.442
12/28/2012,0,1.6,0.3,2.983
12/29/2012,0.6,0.4,0.2,2.943
12/30/2012,0.2,-0.8,0.2,2.34
12/31/2012,0.2,-1.5,0.1,2.27
